reviews,titles
딱 장진 감독의 영화  잔잔한 웃음과 잔잔한 감동이 있는 영화   근데 왜    만도 안 본거냐고    왜 나는 이제야 올레  에서 본거고     홍보가 이래서 중요합니다,우리는 형제입니다
가족이란  ,우리는 형제입니다
엄마   ,우리는 형제입니다
기대 안하고 봤는데  넘 슬프네요   ,우리는 형제입니다
영화 너무    감동적입니다  이영화가 왜      홍보를 잘못한거에요 이건  천만 영화가 따로 있습니까   눈물콧물 장난아닙니다  감사히 잘 봤습니다,우리는 형제입니다
책장에 먼지 쌓인 채 꽂혀있던 책에서 숨겨놓고 잊고있던  만원권을 발견한 기쁨이랄까  ,우리는 형제입니다
재밌어요 추천   ,우리는 형제입니다
재밌는데 ,우리는 형제입니다
생각보다 재미없게 본 영화,우리는 형제입니다
우연히 보게됐는데  재밌게 잘봤어요 이런 영화가 있는줄도 몰랐네요 가족들이 모여 한번쯤 보면 좋을영화입니다,우리는 형제입니다
좋은 영화는 다시 봐도 여운이 남습니다     영화 관계자 분들 고맙습니다 ,우리는 형제입니다
감동적이예요 꼭 보세요   ,우리는 형제입니다
재밋는데  국제시장처럼  가슴 아픈 어린시절을 좀 더 그렸음 울다가 웃다가 했을건데 전  후반에 눈물이 컬러링과 성경책 부적에 웃음이   ,우리는 형제입니다
신파지만 잘 만든 신파영화  간만에 장진감독 영화 잘 감상했어요    ,우리는 형제입니다
 ,우리는 형제입니다
입양아에 대해서도 형제간 우애에 대해서도 생각하게하는 감동적이면서도 위트있는 영화 ,우리는 형제입니다
재미와 감동이네요   이 영화가 히트못했다는게 아쉽네요,우리는 형제입니다
돌아가신 어머님 그리고 동생생각,우리는 형제입니다
재미네여    배우들 열연과 고 김영애 선생도 생각나고      역시 명매우들이네여    ,우리는 형제입니다
장르를 코메디라고 하기엔 너무 감동적이라    ,우리는 형제입니다
어릴적 입양간 동생이 생각나네요   이젠 제 나이도   세 인데   ,우리는 형제입니다
재미도 있고요  감동도 있고요 ,우리는 형제입니다
역시 장진 감독님    재미있고 감동이 가득한 영화였어요   ,우리는 형제입니다
따뜻한 영화 였네요  조연분들의 연기가 좀 과장되고 지나친 부분이 있었는데    뭐 이해가 되네요  ,우리는 형제입니다
하고싶어요제발보내드립니다 ,우리는 형제입니다
코믹하고 대사가 재미있고  그래서 오래 기억합니다  이런 영화가 많이 나왔으면 좋겠습니다  장진 감독님  좋은 영화 부탁드립니다  그리고      연기를 보여준 출연진 여러분께도 깊이 감사드립니다   ,우리는 형제입니다
정말 좋은 영화 입니다  웃다가 울다가 푹빠져 봤습니다 ,우리는 형제입니다
니들또싸웠나      눈물 뚝뚝,우리는 형제입니다
평점이 낮은게 의외일정도로 정말 좋았습니다,우리는 형제입니다
 그들의 아픔은 사랑으로    그들의 사랑은 웃음으로 ,우리는 형제입니다
설날영화로 하는거 봤네요 의외로 넘 좋네요 슬프면서도 재미있어요  ,우리는 형제입니다
이렇게 좋은 영화인지 몰랐다  보는 내내 웃다가 울다가 감격하다가 정말 시간가는 줄 몰랐다  휴먼코메디라고나 할까  이렇게 감동이 있고 재밌는 영화가 묻혀있는지 이해되지 않을 지경이다  ,우리는 형제입니다
정말 좋은 가족 영화  강추입니다 ,우리는 형제입니다
잔잔하네요,우리는 형제입니다
니들 또 싸웠나   ,우리는 형제입니다
장진 특유의 색채가 있는 장진 영화는 각본을 본인이 직접 써야,우리는 형제입니다
엄마 찾아 전국 일주,우리는 형제입니다
기억의 멈춤   그거 안겪어본 사람은 모르죠  치매 어머니의 기억  ,우리는 형제입니다
따뜻한 장진,우리는 형제입니다
굿영화,우리는 형제입니다
횡재한 느낌입니다  흔하디 흔할거 같은  억지 눈물샘을 자극 하는 그런 영화라고 생각 했는데   물론 영화 스토릴 줄여서 말하자면 그런 영화로만 표현 될수도 있지만   그걸 배우들이  연출이 편하게 풀어줘서 부담없고 몰입해서 볼수 있었습니다 특히 조진웅씨 연기는 대단 하네요 ,우리는 형제입니다
하이힐에 이은 또 다른 천재적인 장조와 단조의 융합     낄낄 거리며 보는게 얼마만인가   이런 장진의 소소한 영화 지지한다 ,우리는 형제입니다
평점을 너무 낮게주신 분들이 많네요    잔잔하니 감동도 있고 재미있는 영화입니다 ,우리는 형제입니다
재미있었어요  감동도 있구요 장진의 익살도 있었구요,우리는 형제입니다
재밌게 봤습니다  평점들이 너무 야박하네요    ,우리는 형제입니다
딱 덜도 말고 더도 말고 장진 영화   ,우리는 형제입니다
장진감독 영화중에 제일 낫네요 유쾌하고 감동적으로 볼 수 있는 영화 입니다,우리는 형제입니다
 ,우리는 형제입니다
정말 재밌게 봤네요     ,우리는 형제입니다
영화소개 프로에서 보셨으면 영화 안 보셔도 됩니다  그게 답니다 ,우리는 형제입니다
소재 더하기에 장진 특유의 독특한 유머가 물씬   특히 조연들의 연기가 일품이네요 ,우리는 형제입니다
장진 감독  갈수록 재능이 없어지는 듯   ,우리는 형제입니다
조진웅 아직은 주연하기엔 부족한 연기력  너무 어색하고 관람하기에 민망했습니다  영화 보는내내 특별한 먼가의 장면을 기대 했는데  상영내내 미지근하게 끝나고 마는 아쉬움이란  ,우리는 형제입니다
장진감독 영화  좋아하는데  얼마전 하이힐보고 실망했거든요 그래서 기대안하고 봤는데 웃기기도 엄청웃기고 슬프기도 하고 전 아주 대만족이였습니다 ,우리는 형제입니다
배우들은 연기를 정말 잘했는데 편진 뭔가 스토리가 연결되는게 조금 억지스럽다  아쉽다   ,우리는 형제입니다
김성균의 사투리와 배역이 젤 눈에 띄면서  적당한 코믹과 좋은 연기들에 쉽고 편하게 볼수있는 영화 ,우리는 형제입니다
연극       왜 영화에서      역격        ,우리는 형제입니다
꿀잼   ,우리는 형제입니다
재밌다  좋아하는 배우들도 한가득하고,우리는 형제입니다
장진스타일 영화  스토리는 조금 아쉽지만 곳곳에 숨어 있는 유머는 우리를 기쁘게 한다 ,우리는 형제입니다
생각보다 재밌었다 ,우리는 형제입니다
목사랑    무당이라    결론적으로 이 영화 직업하고는 아무 상관이 없다 ,우리는 형제입니다
재미와 비애를 잘 조화시킨 영화 ,우리는 형제입니다
스토리도 괜찮고 배우들 연기도 좋았는데 어딘지 모를 아쉬움이 남는 영화  ,우리는 형제입니다
시나리오자체나 배우들연기는좋은데 지루해여  장진감독 감털어지신듯 ,우리는 형제입니다
제발 재미있길 바랐는데    아아 장진이여    ,우리는 형제입니다
주인공들의 전작에서의 강한 이미지 탓인가 이번 연기가 쉽게 익숙해지지 않았다  영화의 전반적인 내용도 마냥  유쾌하지 않았다  장진감독 특유의 연출코드는 신선하게 생각함 ,우리는 형제입니다
동화적이나 감정의 흐름도 자연스럽고  소견으로는  목사 와  무당 이라는 설정으로 관객입장에서는 메인 메시지가 아주 약간 흐려지고  영화가 전체적으로  평범 해진 것 같은 느낌이 들었습니다  하지만 유치함   을 관객 수용의 선 안에서 마음껏 표현하시는 대담함   고수  관록이 느껴집니다 ,우리는 형제입니다
주인공인 형제보다 눈에 더 들어오는건 김영애의 연기력  ,우리는 형제입니다
형제애보다 모성애가 한 수 위,우리는 형제입니다
기대안하고봐시다가 계속 감동작렬   깨알 개그와 주연들의 멋진연기까지  막판에 장진감독이라느노문구보고 놀랐습니다    역시 명불허전 장진,우리는 형제입니다
오랜만에 소리내어 웃으면서 영화를 봤다  마지막 장면도 감동이었다 ,우리는 형제입니다
연기도 맛깔나고 현실적인 요소도 곳곳에,우리는 형제입니다
소소한 웃음 코드는 역시 장진이구나 싶었다  솔직히 유머코드는 나랑 잘 맞는다  근데 감동 유발은 장진감독이랑 안맞는거 같다  뒷 부분에 감동을 줄라 할때는 너무 지루하고 식상했다  그냥 코미디로 시작해서 코미디로 끝났으면 어땠을까 하는 생각이 든다   다음엔 장진식 정통 코미디 영화를 기대해본다 ,우리는 형제입니다
조금 아쉽다 연기 못하는 아역 왜 넣은건지  참 연기 잘하는 사람들 때문에 그나마 그거 아니면 장진도 어렵겠다 싶다    부족  더 좋을 수 있었는데 아쉽다  마지막에 가슴 짠함 ,우리는 형제입니다
크게 해되는 듯한 영상없이 소소하게 웃음을 주는 그런 영화 티켓파워가 좀 부족한 주연이라 관객이 덜 온듯 한 것 같음 개인적으로는 이 정도면 괜찮은 영화라 생각됨 피가 낭자하고 욕설이 넘치는 그런 영화보단 훨씬 낫지 않겠나 생각됨 ,우리는 형제입니다
기독교와 무속인 형제의 설정만 독특한 영화  웃음포인트는 장진스러운 영화 ,우리는 형제입니다
영화가 뭘 말하고 싶은지 전혀 모르겠음    얼마 전에 하이힐은 괜찮았는데 이번 영화는 억지로 웃기려는 느낌이 너무 강함 장진 감독님은 이제 이런 영화는 안 만드시는게   ,우리는 형제입니다
설정은 아주 흥미로웠는데 이야기가 진행될수록 지루함과 단순한 오락영화는 아닌 거 같은데 무얼 말하고자 하는 지 모르겠음,우리는 형제입니다
우리는 장진감독에게 너무 많은것을 기대하는건 아닐까     소소한 풍자와 유머  호불호가 갈리겠지만   재미있게 잘보았습니다,우리는 형제입니다
영화가 아니다  그것도 주말밤 늦게  아니 새벽에 보는 단막극   ,우리는 형제입니다
명량보다 훨 낫다 ,우리는 형제입니다
장진은 아는여자가 절정이였고 박수가 끝물이였나   그래도 그땐 비틀고 웃기고 날것이였는데   이젠 잃었어 억지스럽고   지금 시대엔 이런 감정팔인 기만이여 위로가 안된다구  ,우리는 형제입니다
  ,우리는 형제입니다
그냥 재미있다길래 보러갔더니 진짜로 재미있었고 정말 극과극이였던 형제지만 형제의 재회보다는 어머니의 행방이 더 웃겼던것같아요  마음 한구석이 정말 힐링이 된 영화였어요 많이 웃어서 좋았슴다 ,우리는 형제입니다
웃길려고 넘 초반에 애를 썼다     웃기지도 않지만      결말쯤   그냥 그렇게 따스한 봄 날로 끝났다      ,우리는 형제입니다
잔잔한 재미는 있는데 엄청 재미있고 그런 건 아니네요 ,우리는 형제입니다
우리가 남이가  경상인이 서울말 쓰면 뒤진데이    경상도가 대한민국인기라,우리는 형제입니다
배우들이 아깝다          개그물이라면  빛을 바랄 영화였지만    ,우리는 형제입니다
엉성한 극본  전혀 현실성 없는 사건들  개그콘서트만도 못하다,우리는 형제입니다
조진웅씨 좋아해서 참고 봤네요  결말은 좋았습니다 ,우리는 형제입니다
억지스럽지 않은 잔잔한 감동이 좋았어요,우리는 형제입니다
연기력과 결말부분은 괜찮네요  중간에 별거 없이 계속 엄마 추적하는건 진짜 지루하네요  재미도 감동도 이유도 없고 ,우리는 형제입니다
형의 인터뷰신이 좋았다,우리는 형제입니다
인간미도 있었고  연기력도 있었지만  재미는 뻔했다  그래도 인간미가 있어 훈훈한 영화 ,우리는 형제입니다
배꼽 빠짐 너무재밌고 감동적이었어요  ,우리는 형제입니다
미생 드라마보다 못하네요  스토리 연출 흡입력 다 별로네요 ,우리는 형제입니다
생각보단 재밌어요     잔잔하게 웃기고 울리는 영화    ,우리는 형제입니다
기본은 하는 영화,우리는 형제입니다
아 진짜 장난하나 그만 하시죠 장진씨 자다말다 썼나요,우리는 형제입니다
간만에 울었습니다 ,우리는 형제입니다
제목에서 부터 뻔한 스토리인거 같지만 그 뻔함을 다른 방식으로 접근 하는  흐름이라 재미 있게 봤습니다  역시 장진 감독님 스퇄이에요  한마디로 웃프다  국민 어머니 역은 역시  ,우리는 형제입니다
어찌보면 뻔한 내용이지만    눈물이 나는 이유는   볼만하네요   ,우리는 형제입니다
 느그 또 싸웠나   이 한마디가 이 영화의 모든 것을 말해주는 듯  목사님과 무속인의 애잔하고도 웃긴 만남이 훈훈하게 보기 좋다  가족끼리 보기에 참 좋은 따뜻한 영화 ,우리는 형제입니다
가족의 의미   오늘따라 돌아가신 어머님 생각이 많이 나네요 ,우리는 형제입니다
처음부터 끝까지 지루한 줄은 모르고 봤다  소재가 식상하긴 하지만  갠적으로 장진 감독의 개그코드를 좋아해선  나쁘지 않았다  ,우리는 형제입니다
따뜻한 가족의 의미가 억지스러운 설정을 모두 덮어주는구나  장진다운 재기발랄함이 조금은 그리운 영화,우리는 형제입니다
다른 종교를 믿지만 우리는  형제입니다  이 영화에서 처럼 종교간의 화합이 이루어졌으면 한다 ,우리는 형제입니다
잔잔하면서도 소소한 재미와 억지스러운듯 하지만 감동도 있는데 전 이런 영화 너무 좋아요  시간 가는 줄 모르고 잘 봤습니다 ,우리는 형제입니다
왓차로 봤어요  정우성 이렇게 연기 잘 할 줄이야  진짜 시력 잃은 상태에서의 눈 연기는       개인적으로는 알 파치노  여인의 향기 에서보다 훨씬 인상적이었어요,마담 뺑덕
생각보다 평점이 높네  신기하네 ,마담 뺑덕
훌륭한  영화입니다 ,마담 뺑덕
 ,마담 뺑덕
심청전을 멋지게 만들었다  임필성 최고의 작품  이솜이란 괜찬은 배우를 알린 첫번째 영화 ,마담 뺑덕
뻔한이야기인데 연출 스토리 다모르겠고 배우들의 연기만 남는다  정우성의 무게감을 느껴졌고 이솜의 순수함과 팜므파탈의 팔색조를 보았다  영화 한편이   분 같았다 ,마담 뺑덕
굿,마담 뺑덕
이솜 나오길래 봤는데 약간 황당한 부분이 있긴 했지만  두배우 연기에 빠져서 홀릭됐습니다  감독이 펼칠려고 한 의도를 파악한  인 추가요  여러번 봐야 더 이해될듯한 흥미로운 영화 봤네요,마담 뺑덕
심학규  뺑덕어멈   심청   흥미로운 영화네요 ,마담 뺑덕
대학 일명 기득권  세계에서  조직의 구더기 비유가 젤루 기억나네요  그리고 정우성씨의 눈빛  교수부인의 우울증 원인은 알수없으나  배우는 목적이 얼마나 허상인지를 느끼게 했고  여자가 남자한테 뭐 사달라고 하는 캐릭터는 뻔한 결말이고 더럽게 부글부글 끓치  욕망이 않긍정적일때  정우성씨의 대사는 귀담아들을 만했음 사회생활에 도움 알면 편할수도   ,마담 뺑덕
스릴러 영화를 제목을 왜 이런식으로 붙여가지고 망을 만들어 놨나 스릴러 분위기 영화라 지루하지 않다 과한 설정도 있지만 나름 괜찮다,마담 뺑덕
대스타 정우성을 이렇게밖에 활용하지 못하는구나  지나친 설정과 개연성없는 줄거리이지만  자리를 뜨지 못하게 만드는 무언가는 있다 ,마담 뺑덕
슬픈영화  복수를 하면서도 복수대상을 사랑하는 덕이  마지막     네 눈으로 너를 보게 될 거다  복수는 필연인데  그 복수의 끝이 눈을 주고 그 눈으로 자신을 보여주는 거라니   ,마담 뺑덕
잠이안와 채널돌리다 우연히  겟한 정우성 이솜 영화 두분다 좋아하는  배우여서  더 끌렸는데  우와 수위높아서 당황     우성씨  섹스신을 볼줄이야     인과응보를 얘기하는데 우성씨의 열연에 가려진듯,마담 뺑덕
노출씬은 진짜 파격적이다  ,마담 뺑덕
정말 어이가 없네 결말이       ,마담 뺑덕
총 평점이 낮아 아숩,마담 뺑덕
잘못된 눈먼 사랑은 사랑이 아니거늘   사랑으로 모든게 정당화 될수도 없다  인간이면 하지말아야 할 행동이 있다  남의 눈에 눈물나게 하면 내눈에 피눈물 나는게 순리이다 ,마담 뺑덕
잘 봤어요  현대판 심청전 비스무리      덕아  사랑해 ,마담 뺑덕
배드신 빼면 스토리는 좋은데 연출이 별로다    뒤로 갈수록 내용이 이상해진다    스토리는 이해하겠는데 연출이 조금 아쉽다    진짜 스토리는 좋은데 연출이 아쉽다   ,마담 뺑덕
베드신 빼고 건질게 없다 그것만 기억난다,마담 뺑덕
임필성 감독의 연출력이 대단하다  정우성과 이솜의 벌거벗은 격렬한 정사씬 그리고 깊은 감정연기가 멋지다  잘만들어진 처절한 스릴러 멜로 영화 ,마담 뺑덕
이솜은  화장 안한게 더 예쁘다  하체도 내 스탈이고    보고 싶은 솜이    ,마담 뺑덕
정우성은 안좋아하지만 이 영화는 인정한다,마담 뺑덕
이솜 정우성 연기좋다,마담 뺑덕
시나리오 독특하고 지루함 느끼지 않고 계속 보게 됩니다  인간의 복합적인 내면을 잘 묘사  특히 여자분 신인인데 몸의 연기  마음의 연기 모두 수준급    이 영화는 제목이 안티   류 에로영화처럼 지었어,마담 뺑덕
이솜 이 나쁜   진짜 못 됐네 이솜 너무 싫다,마담 뺑덕
연기란 참 힘든거 같음 영혼을 갈아 넣는 느낌 끝나면 몸의 모든기가 빠질듯 아무나 하는게 아님 근데 정우성은 여기서도 청순,마담 뺑덕
두 배우의 눈빛  ,마담 뺑덕
딱    점    점 사이임  재밌게 보기는 했는데 조금은 납득 안가는 설정들  개연성이 좀 떨어짐  마지막에 덕이의 복수에서 끝나지 청이까지 가기되어 좀 유치하다 하는데 난 개인적으로 오히려 통쾌했다고나 할까    복수는 또 다른 복수를 낳으니 시사하는 면에서라도 이런 반전은 충분히 필요하고 영화의 재미도 더 해주었다고 봄 ,마담 뺑덕
 ,마담 뺑덕
시나리오부터 수준 미달  구전의 현대적 변용은 충분히 도전할 만한 목표였지만 이렇게 쉽게 접근해서는 안 될 문제이기도 했다  괜한 시도로 좋은 여배우 하나 잡아먹었음 ,마담 뺑덕
영화는 섹스씬의 수위가 참 높구나 이런 영화를 선택하는 배우들 대단한듯,마담 뺑덕
스토리적 재미와 전달하고자 하는 메시지 모두 매우 훌륭함     ,마담 뺑덕
사랑은 무얼까,마담 뺑덕
나름 수작이고 연기 좋다,마담 뺑덕
고전을 삼류로 만든 영화 억지 설정,마담 뺑덕
순박한 시골처녀가 스스로 가정있는 남자한테 꼬리치고 관계좀 맺었다고 혼자 집착하다가 남자에 미쳐서 본인이 불 안 끄고 나와서 엄마죽은걸 복수한다는 설정이 전혀 공감안되네요,마담 뺑덕
발연기의 대가 우성이형  맹한 얼굴부터 에러임  그냥 정치판이나 쫓아댕기는게 훨 나을듯 ,마담 뺑덕
 ,마담 뺑덕
본인은 참신하다 기발하다 생각했겠죠  그런데 인간적 파멸이 왜 도박과 술과 그따위들일까요  거기서부터 일상적이지 않아 몰입도 안되고 남의 얘기가 되어갔네요  너무 가볍게 만나 헤어진것처럼 별로 아름답지도 격정적이지 않은 벗은몸도 동떨어져 허우적대는    일부러 과하게 기발함을 자만하지 말아줘요,마담 뺑덕
정우성이 나와서   만이면 시대에 안 맞는다는 소리,마담 뺑덕
딸,마담 뺑덕
여주가 넘 못생  ,마담 뺑덕
결말이 진짜 어이없다  ,마담 뺑덕
연기 좋다 좋아 역시 우성형,마담 뺑덕
이솜 연기 짱  ,마담 뺑덕
좋은 영화,마담 뺑덕
정우성 그래도 되냐,마담 뺑덕
조금은 씁씁하지만 배우들의 연기가 좋아별점 드립니다  아는 이야기에 결말이라    내용에 살을 붙이는데  한계가 있었다봅니다 ,마담 뺑덕
그냥 이렇게 만들려면 여주가 이쁘기나 하던지     뭐냐 ,마담 뺑덕
뭔가 찜찜하지만 고요하면서 잔인한 영화  잔인하고 어려운 사랑을 하는 남녀하고 해야하나 ,마담 뺑덕
정우성 이솜 끝,마담 뺑덕
좋은배우들로 학예회수준의 영화를 만들다니  뼈대만있는 시나리오에 살대신 섹스를 붙였네  ,마담 뺑덕
고등어를 굽다가   볼일이 있으면 반드시 가스레인지 불을 꺼라,마담 뺑덕
이솜 좋아요,마담 뺑덕
기묘한 마음이 드는 이상한 영화,마담 뺑덕
욕망이 인간을 얼마나 고통스럽게 만드는지 잘 보여주는 영화  개인적인 의견이지만 정우성 연기 못한다고 말하는 사람들이 저는 이해가 잘 안 되네요  시력을 거의 잃은 상태에서 눈을 희번덕 거리며 정사를 나누는 장면을 보면  정말 대단하다는 생각이 들던데         여주인공의 연기력도 정말 괜찮았습니다    ,마담 뺑덕
저는  점 입니다  이솜씨 연기 탁월 하네요  ,마담 뺑덕
   점 입니다  그러나 촘점이낮아   개 던집니다  오랜만에 마음을 울리는 영화를 봤네요  정우성 역시 멋집니다  계속 좋은영화 부탁드립니다,마담 뺑덕
인간의 제어되지 않는 과욕과 그로 인한 몰락을 심청전과 잘 조화시켰네요  저는 재밌게 잘 봤습니다  과거 현재 미래 모두를 포함해서 육체든 정신이든 사랑은 책임감은 물론이고 매우 조심스럽게 교감해야 한다는 거죠  그런데 오래 같이 지냈던 여자의 목소리도 알아 듣지 못하는 설정은 어색하게 느껴졌습니다 ,마담 뺑덕
아쉽다,마담 뺑덕
괜찮은 수작인데   관객이 별로 없었네   스토리  엔딩 다 좋았습니다 ,마담 뺑덕
연기력 스토리 개쩐다 이게 평점이 낮은면 안되지,마담 뺑덕
극중 처녀는 남자의 외모만 봤던걸까 ,마담 뺑덕
돈도못벌고인정도못받고배우들소비만하고 왜만들었을까 개인소장할라고만들었나라고할수밖에,마담 뺑덕
정우성은    영화선택하는 안목이 너무 낮다  도대체 이런 영활  왜 찍었을까  후반부로 갈수록  너무 아니었다   엉성한 시나리오   부족한 연기력  초반 외모만   빛나더라,마담 뺑덕
초중반은 좋았는데 중후반 김희원등장하고 덕이의 복수가 시작되면서부터는 좀 엉성한 느낌   청이가 일본  가서 갑자기 빠져나올수 있었던것도 좀 당황스럽고   청이는 아버지와 안친했어도 그래도 딸이라고 효녀노릇한건가    덕이 역을 맡은 이솜 매력도 있고 날씬해서 볼만했던듯  정우성은 눈연기가 인상적 ,마담 뺑덕
정우성 정사씬정말못한다 여자는 괘안턴데  몸자랑하고 멋있게 할려는게 너무부자연스러웠음  다시는정사씬 찍지마라 ,마담 뺑덕
적당한 스토리 적당한 노출신 적당한 연기력,마담 뺑덕
자극적인 전개만이 능사가 아닌데 너무 나갔다 ,마담 뺑덕
하하하 현대 심청이 재해석판  욕망의 연속 ,마담 뺑덕
   고맙습니다                 ,마담 뺑덕
열연이 아까운  아쉽다  ,마담 뺑덕
왜 왜 대체 왜,마담 뺑덕
잠시도 눈을 뗄수없게만드는 액션  피어스 올가 의 케미도 좋고 긴장감을 늧출수 없게만드는 영화 매장면이 통쾌하다올가의 매력이 제대로 발산돤듯,노벰버 맨
       본   미션 임파서블  시리즈 제작진의 새로운 프리미엄 스파이 액션 블록버스터가 온다  새롭게 돌아온 시리즈인  노벰버 맨 입니다  너무나도 강력한 액션 블록버스터 ,노벰버 맨
스토리를 풀어 가는 과정이 너무 느슨하다   브로스넌은    보다 정보력이 훨씬 좋다   ,노벰버 맨
개인적으로 최고의     형님 ,노벰버 맨
러시아 여자 킬러가 먼가 좀더 활약을 해줬어야 했는데 뭐야 삽한방에   대머리는 왜 전기충격기로 당한거야  지가 대장할꺼면서,노벰버 맨
줄거리 굿  연기 굿,노벰버 맨
도날드슨의 액션 연출이 아직 녹슬지 않았음을 확인하다    ,노벰버 맨
슬프다  ,노벰버 맨
잼나게 봄  멋지게 나이들어 가는 피어스 브로스넌  ,노벰버 맨
정체성을 잃은     영화보단 몇곱절은 재미있네    피어스 역시  남자가 봐도 멋있는   ,노벰버 맨
적당히 봐줄만 함  ,노벰버 맨
 ,노벰버 맨
기대감이 너무 없어서 그랬나 생각보다 너무 나쁘지만은 않았음,노벰버 맨
기대 안하고 보면 그런대로 볼만한 듯,노벰버 맨
중국에서 요즘 개봉중이라 어제 보러갔는데             에서 인상깊은 연기를 보여준 잘생긴 남자주인공과 반가운  구     이 나와서 좋았어요  또 러시아 여자배우도 정말 예뻤구요  내용은 전형적인 스파이 영화였고    만큼은 아니였지만 나름 긴장감 넘치고 재밌게 봤네요 ,노벰버 맨
피어스브로스넌은 살아있다,노벰버 맨
소문난잔치에 먹을것 없네  ,노벰버 맨
액션    그런대로 볼만함,노벰버 맨
본지쫌됬는데 나쁘지 는 않았음 ,노벰버 맨
그럭저럭 볼만한 영화   재미 없지는 않았음 ,노벰버 맨
  대의 피어스 브로스넌이 찍은 첩보영화를 봤다는 사실 하나에만 만족해야 한다 ,노벰버 맨
   ,노벰버 맨
첩보물 취향 안타서 기대 아예 안하고 봤는데 이건 좀 볼만하네 ,노벰버 맨
노장에 노력은 인정하지만 여기저기 짜모아서 만든 영화라 긴장감도 없고 재미도 그닥  이제 액션은 그만,노벰버 맨
킬링타임용 그이상 기대는 하지말길,노벰버 맨
기본은 하는 내용이지만 전체적인 구성이    과 본 시리즈의 아류스런 짜집기 ,노벰버 맨
햇님 나이땜에 뱃살이 아쉽네효,노벰버 맨
예전의    의 명성을 얻기에는 이젠 역부족인듯  그러나 영화의 스토리는 진정한 경찰제국이 벌일만한 일일수 있기에 볼만합니다 ,노벰버 맨
노익장 영화 익스펜더블의 유행탓인가     의 향수를 못잊는 피어스 브로스넌의 추억 팔이 영화는 이제 그만,노벰버 맨
오랜만에 만나는 피어슨 브로스넌의 녹슬지 않는 연기를 보는 재미는 쏠쏠한데  소재도 식상했고 스토리 전개도 루즈했고 후반부에 약간의 반전과 긴장감이 있었으나 쏘면 쏜대로 죽어가는 빠른 액션이 허접스러웠다 ,노벰버 맨
그냥 그럭저럭 볼 만한   보통   ,노벰버 맨
으하하하하하하,노벰버 맨
과거와 너무얽히고 섥혀서 헷갈렸음 그저그런,노벰버 맨
몰입도 있는 첩보 영화   액션은 아쉬움 ,노벰버 맨
평점 첨 써봄 솔직히 재밌는 영화,노벰버 맨
이제 다른 직업 좀 알아봐야 할 듯    안쓰러워,노벰버 맨
피어스브로스넌이 왜이런영화에       진짜 류영화다    ,노벰버 맨
난 괜찮은데,노벰버 맨
지루해요  ,노벰버 맨
처음부터 끝까지 긴장감이 있어 시간가는 줄 모르고 봤네요    재미있었습니다  피어스브로스넌 여전히 멋있지만   많이 늙었군요   ,노벰버 맨
여기저기서 짜집기한 내용   첩보원들 이래 쉽게 죽으면 징집해야 할 듯,노벰버 맨
생각보다 재미있고 시간가는줄 모르고 봤던것 같다,노벰버 맨
기대없이 봤는데 의외로  괞찮았음 일단 지루하지 않아서 좋음,노벰버 맨
워낙 외국영화랑 액션영화를 좋아하는지라 포스터만 보고     느낌이 났지만 좀 더 색다른 영화로 다가왔다  배우들도 연기도 잘해주고 누가 배후자인지 추리를 하면서 볼 수 있는 영화였다 액션도 깔끔하고 연기도 괜찮아 킬리타임용으로 보기 좋을 것 같다,노벰버 맨
기대이상은 아니였지만 동유럽의 배경으로 만들어진거 치곤 보는 내내 시간 가는줄 몰랐다 ,노벰버 맨
영화는 이렇게 만들어야지   굿,노벰버 맨
피어스 브로스넌이 아직 살아있음을 느끼게 해주는 영화,노벰버 맨
짱이다 믿고보는영화,노벰버 맨
본 시리즈를 기다리는 사람으로서 대체까진 아니지만 기다림을 조금 해소해 줄 수 있는 정도   일단 볼만은 함   피어스도 멋있게 나옴   젊다고 다 멋있는 건 아닌 걸 알게 됨  ,노벰버 맨
동유럽 세르비아의 이국적인 정취도 좋고 나름 스토리도 탄탄하고 쉴새 없이 이어지는 총격과 격투신에 긴박감도 좋았다   한국 영화 수준에 이 정도 액션 영화를 만들지 못할텐데 악평이 대단 하다 ,노벰버 맨
긴장감도 액션도 게으르고 편의적이다가 결말까지 별 감흥이 없다,노벰버 맨
한마디로  급 스파이 영화  스토리 연결도 뭔가 자연스럽지 못하고  액션씬도 기대이하다  영화가 볼만은 하지만 기대하고 보면 무조건 실망할 영화  킬링타임용으로는 훌륭한 편   ,노벰버 맨
아이디어가 좋은 시나리오인데 한국에서는 안먹힐 듯  한국은 감각에 호소하는 영화가 인기가 있음  볼거리가 시원하든지 아니면 눈물을 빼던지  애국심에 호소하던지       이런 류의 영화는 예전에   년대에 인기가 있었음  그 당시 사람들은 그래도 책을 좀 읽어서 머리 굴려도 좋아 했음 ,노벰버 맨
나이 먹으니 액션도 늙는 군   보다가 말다가 보다가 액션은 젊었을때,노벰버 맨
걍  무난하다   ,노벰버 맨
끝까지 재미잇어요  ,노벰버 맨
더이상 노벰버 맨이 아니군  확실히  분명하게 너무도 심심한 액션 ,노벰버 맨
어노인팅 아무리 노력을 한다하여도 감추어진 진실은 언젠가는 반드시 만천하에 드러난다 힘은 있을때 조심해야 한다 오락영화로는 무난하지만 긴장감은 약간 떨어짐  점  점 영화는 없음 최저평점은    점이 적당    점 영화도  년에  편이 적당함    점 정도 ,노벰버 맨
